"slr","name","category","summary","url","project_id_candidate","review_scope"
"SLR153","Yerevan City Magazine","Text","A Free Armenian News Text Corpus, provided by Qaghaki Amsagir LLC (Yerevan City Magazine, evnmag.com)","https://www.openslr.org/153/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR154","ArmenianGrqaserAudioBooks","Speech","Cutted, Segmented, Processed (speech, text) paired data, derived from the Grqaser.org audiobooks","https://www.openslr.org/154/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR155","SBCSAE","Speech","The Santa Barbara Corpus of Spoken American English, mirrored from UCSB","https://www.openslr.org/155/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR156","SMIIP-TV dataset","Speech","A short-term time-varying speaker verificaition dataset","https://www.openslr.org/156/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR157","Sagalee","Speech","Automatic Speech Recognition Dataset for Oromo Language","https://www.openslr.org/157/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR158","NICT-Tib1","Speech","33.5-hour Lhasa-Tibetan read-speech corpus with Kaldi-style transcripts","https://www.openslr.org/158/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR159","AISHELL-5","Speech","The First Open-Source In-Car Multi-Channel Multi-Speaker Speech Dataset for Automatic Speech Diarization and Recognition, provided by Beijing AISHELL Technology Co.,Ltd.","https://www.openslr.org/159/","aishell5","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR160","Armenian Speech Crowdsourcing Data","Speech","70 hours of Armenian speech collected via crowdsourcing with Toloka and texts from Yerevan City Magazine.","https://www.openslr.org/160/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR161","Emozionalmente","Speech","A crowdsourced Italian emotional speech corpus","https://www.openslr.org/161/","","目录级发现；未逐个验收下载、ASR标注和许可"
"SLR162","Rasheed Mudasiru","Speech / Audio Forensics / Signal Processing","A 63-minute recording featuring natural conversations among multiple speakers in a realistic acoustic environment, with noticeable background noise. The dataset was created for use in audio forensics, multi-speaker separation, and speech enhancement research as part of an undergraduate project.","https://www.openslr.org/162/","","目录级发现；未逐个验收下载、ASR标注和许可"
